HC SRI - Class A Option,,,,
HOSTPLUS,,,,
,,,,
Table 1 - Assets HC SRI - Class A Option - Assets,,,,
Portfolio Holdings Information for Investment Option HC SRI - Class A Option - Assets,,,,
Cash,,,,
Name of Institution,Currency,,Value (AUD),Weighting (%)
MITSUI FUDOSAN CO LTD NPV,JP3893200000,"8,590.17","126,590",0.02%
MIZUHO FINANCIAL GROUP INC,JP3885780001,"2,824.96","119,161",0.02%
MOLINA HEALTHCARE INC COM USD0.001,US60855R1005,466.98,"212,274",0.03%
MONDI PLC,GB00BMWC6P49,"5,143.15","127,924",0.02%
MONGODB INC MDB,US60937P1066,307.29,"98,462",0.02%
MORGAN STANLEY COM STK USD0.01,US6174464486,"2,943.14","632,595",0.10%
MOTOROLA SOLUTIONS INC COM USD0.01,US6200763075,315.93,"202,697",0.03%
MOWI ASA,NO0003054108,"5,022.66","147,379",0.02%
MSCI INC-A COM STK USS0.01,US55354G1004,128.56,"113,143",0.02%
MTR CORP,HK0066009694,"77,253.88","423,475",0.07%
NATIONAL AUSTRALIA BANK LTD NPV,AU000000NAB4,"197,570.41","7,776,371",1.24%
NATIONAL BANK OF CANADA COM NPV,CA6330671034,"1,838.53","288,909",0.05%
NETAPP INC COM USD0.001,US64110D1046,"2,146.97","349,064",0.06%
NETFLIX INC COM USD0.001,US64110L1061,774.84,"1,583,304",0.25%
NETWEALTH GROUP LTD NWL,AU000000NWL7,"10,097.55","339,177",0.05%
NEUREN PHARMACEUTICALS LTD NEU,NZNEUE0001S8,"40,664.57","573,777",0.09%
NEUROCRINE BIOSCIENCES INC COM USD0.001,US64125C1099,938,"179,900",0.03%
NEWMONT CORP-CDI,AU0000297962,"6,430.52","561,448",0.09%
NEWS CORP - CLASS A NEWS CORP/NEW-CL A-W/I,US65249B1098,"3,943.41","178,833",0.03%
NEWS CORP - CLASS B- CDI,AU000000NWS2,"24,284.38","1,260,359",0.20%
NEXTDC LTD NPV,AU000000NXT8,"26,430.51","383,242",0.06%
NIB HOLDINGS LTD NPV,AU000000NHF0,"280,382.78","1,985,110",0.32%
NICKEL INDUSTRIES LTD,AU0000018236,"1,799,554.49","1,250,690",0.20%
NIKE INC -CL B CLASS'B'COM NPV,US6541061031,"1,727.26","187,235",0.03%
NINE ENTERTAINMENT CO HOLDIN NPV,AU000000NEC4,"243,093.99","395,028",0.06%
NINTENDO CO LTD NPV,JP3756600007,922.43,"135,254",0.02%
NIPPON BUILDING FUND INC REIT,JP3027670003,887.84,"1,246,480",0.20%
NIPPON TELEGRAPH & TELEPHONE NPV,JP3735400008,"56,902.67","92,572",0.01%
NITTO DENKO CORP,JP3684000007,"7,494.78","221,014",0.04%
NOKIA OYJ NPV,FI0009000681,"12,347.94","97,449",0.02%
NOMURA HOLDINGS INC NPV,JP3762600009,"12,049.30","121,178",0.02%
NORDSON CORP COM NPV,US6556631025,347.07,"113,528",0.02%
NORSK HYDRO ASA NOK1.098,NO0005052605,"30,726.29","266,587",0.04%
NORTHERN STAR RESOURCES LTD,AU000000NST8,"61,297.66","1,137,072",0.18%
NOVARTIS AG-REG CHF0.50 (REGD),CH0012005267,"4,267.41","786,716",0.13%
NOVO NORDISK A/S-B,DK0062498333,"5,523.08","582,903",0.09%
NUIX LTD,AU0000119307,"43,065.40","94,313",0.02%
NUTANIX INC - A NTNX,US67059N1081,"1,443.61","168,383",0.03%
NVIDIA CORP,US67066G1040,"37,993.92","9,159,472",1.46%
NXP SEMICONDUCTORS NV,NL0009538784,481.97,"160,687",0.03%
O'REILLY AUTOMOTIVE INC COM USD0.01,US67103H1077,"1,530.66","210,512",0.03%
OBAYASHI OBAYASHI,JP3190000004,"16,603.82","383,339",0.06%
OMNICOM GROUP COM USD0.15,US6819191064,869.39,"95,436",0.02%
ONO PHARMACEUTICAL CO LTD NPV,JP3197600004,"6,226.43","102,544",0.02%
OPEN TEXT CORP COM NPV,CA6837151068,"2,086.43","92,839",0.01%
ORACLE CORP COM USD0.01,US68389X1054,"3,251.58","1,084,754",0.17%
ORANGE FTE1,FR0000133308,"6,665.74","154,199",0.02%
ORORA LTD NPV,AU000000ORA8,"60,892.84","115,087",0.02%
ORSTED A/S DENERG,DK0060094928,"1,538.16","100,445",0.02%
OTIS WORLDWIDE CORP-W/I,US68902V1070,665.31,"100,524",0.02%
OWENS CORNING INC COM STK USD0.01,US6907421019,"1,338.68","280,912",0.04%
PACKAGING CORP OF AMERICA COM USD0.01,US6951561090,"1,322.54","380,305",0.06%
PALADIN ENERGY LTD NPV,AU000000PDN8,"158,700.00","1,280,709",0.20%
PALANTIR TECHNOLOGIES INC-A,US69608A1088,"2,472.70","514,349",0.08%
PALO ALTO NETWORKS INC PALO ALTO NETWORKS,US6974351057,"2,398.33","748,904",0.12%
PANASONIC HOLDINGS CORP,JP3866800000,"8,013.65","131,681",0.02%
PANDORA A/S DKK1,DK0060252690,643.97,"171,922",0.03%
PAYCHEX INC COM USD0.01,US7043261079,620.34,"137,689",0.02%
PAYPAL HOLDINGS INC PYPLV,US70450Y1038,"1,501.84","170,316",0.03%
PEARSON PLC ORD GBP0.25,GB0006776081,"39,198.28","878,248",0.14%
PERPETUAL TRUSTEES AUSTRALIA,AU000000PPT9,"5,949.23","107,443",0.02%
PERSEUS MINING LTD NPV,AU000000PRU3,"31,427.84","106,855",0.02%
PFIZER INC COM USD0.05,US7170811035,"7,907.57","292,484",0.05%
PILBARA MINERALS LTD PLS,AU000000PLS0,"1,342,922.03","1,792,801",0.29%
PINNACLE INVESTMENT MANAGEME PNI,AU000000PNI7,"19,375.33","397,969",0.06%
PINTEREST INC- CLASS A PINS,US72352L1061,"2,924.12","160,004",0.03%
PNC FINANCIAL SERVICES GROUP COM USD5,US6934751057,397.8,"113,158",0.02%
POLYNOVO LTD,AU000000PNV0,"253,234.27","302,615",0.05%
POWER CORP OF CANADA SUB-VTG NPV,CA7392391016,"2,594.35","154,316",0.02%
PREMIER INVESTMENTS LIMITED NPV,AU000000PMV2,"21,022.17","425,279",0.07%
PRINCIPAL FINANCIAL GROUP COM USD0.01,US74251V1026,"3,656.88","443,222",0.07%
PRO MEDICUS LTD PME,AU000000PME8,526.27,"150,029",0.02%
PROCTER & GAMBLE CO/THE-CDI PG,US7427181091,"4,325.06","1,051,452",0.17%
PROGRESSIVE CORP COM USD1,US7433151039,641.67,"261,289",0.04%
PROLOGIS INC COM USD0.01,US74340W1036,533.28,"85,540",0.01%
PROSUS NV PRX,NL0013654783,"2,342.98","199,218",0.03%
PRUDENTIAL FINANCIAL INC COM USD0.01,US7443201022,"4,687.70","768,515",0.12%
PRUDENTIAL PLC ORD GBP0.05,GB0007099541,"7,983.09","152,339",0.02%
PTC INC COM USD0.01,US69370C1009,927.05,"243,789",0.04%
PURE STORAGE INC - CLASS A PSTG,US74624M1027,"1,145.55","100,650",0.02%
QBE INSURANCE GROUP LTD,AU000000QBE9,"161,228.46","3,771,134",0.60%
QUALCOMM INC,US7475251036,"1,795.29","436,282",0.07%
RAKUTEN GROUP INC,JP3967200001,"12,914.08","108,647",0.02%
RAMELIUS RESOURCES LTD NPV,AU000000RMS4,"55,002.08","138,605",0.02%
RAMSAY HEALTH CARE LTD NPV,AU000000RHC8,"46,370.90","1,701,348",0.27%
RATIONAL AG NPV,DE0007010803,149.9,"191,165",0.03%
RAYMOND JAMES FINANCIAL INC COM USD0.01,US7547301090,615.15,"143,962",0.02%
REA GROUP LIMITED,AU000000REA9,"3,697.39","889,186",0.14%
RECRUIT HOLDINGS CO LTD 6098,JP3970300004,"1,671.91","150,744",0.02%
REECE LTD,AU000000REH4,"58,819.24","844,056",0.13%
REGENERON PHARMACEUTICALS COM USD0.001,US75886F1075,401.26,"321,448",0.05%
REGIONS FINANCIAL CORP COM STK USD0.01,US7591EP1005,"2,766.73","99,296",0.02%
RELIANCE WORLDWIDE CORP LTD RWC,AU000000RWC7,"445,320.44","1,825,814",0.29%
RELX PLC REL,GB00B2B0DG97,"6,472.61","532,847",0.08%
RENESAS ELECTRONICS CORP NPV,JP3164720009,"5,476.95","103,508",0.02%
RESMED INC COM USD0.004,US7611521078,565.57,"222,654",0.04%
RESMED INC-CDI CDI COM USD0.004 10:1,AU000000RMD6,"68,085.77","2,679,175",0.43%
RESONA HOLDINGS INC NPV,JP3500610005,"8,244.26","116,006",0.02%
RICOH COMPANY LIMITED NPV,JP3973400009,"13,432.95","193,770",0.03%
RIVIAN AUTOMOTIVE INC-A,US76954A1034,"3,501.79","73,418",0.01%
ROBLOX CORP -CLASS A,US7710491033,"1,229.72","197,401",0.03%
ROCHE HOLDING AG-BR CHF1.00 (BR),CH0012032113,295.18,"155,608",0.02%
ROCHE HOLDING AG-GENUSSCHEIN ROG,CH0012032048,980.09,"485,479",0.08%
ROCKWOOL A/S-B SHS,DK0063855168,"4,808.19","342,151",0.05%
ROGERS COMMUNICATIONS INC-B CLASS'B'COM CAD1.62478,CA7751092007,"2,356.24","106,426",0.02%
ROYAL BANK OF CANADA COM NPV,CA7800871021,"1,610.80","323,286",0.05%
ROYALTY PHARMA PLC- CL A,GB00BMVP7Y09,"4,605.25","253,189",0.04%
S&P GLOBAL INC,US78409V1044,285.38,"229,613",0.04%
SALESFORCE INC,US79466L3024,"1,647.70","685,605",0.11%
SANDFIRE RESOURCES LTD,AU000000SFR8,"26,429.38","296,538",0.05%
SANDOZ GROUP AG,CH1243598427,"1,599.27","133,114",0.02%
SANOFI SAN,FR0000120578,"1,692.09","249,165",0.04%
SAP SE,DE0007164600,"1,021.60","472,379",0.08%
SCENTRE GROUP SMART COMMUNICATIONS GROUP,AU000000SCG8,"907,510.22","3,230,736",0.51%
SCHWAB (CHARLES) CORP COM USD0.01,US8085131055,"2,854.36","397,393",0.06%
SCREEN HOLDINGS CO LTD,JP3494600004,749.48,"93,109",0.01%
SECURITAS AB-B SHS,SE0000163594,"13,549.99","306,979",0.05%
SEEK LTD NPV,AU000000SEK6,"8,452.39","203,280",0.03%
SERVICENOW INC COM USD0.001,US81762P1021,389.73,"611,386",0.10%
SEVERN TRENT PLC ORD GBP0.9789,GB00B1FH8J72,"12,339.29","705,419",0.11%
SHIMANO INC NPV,JP3358000002,634.17,"140,050",0.02%
SHIN ETSU CHEMICAL CO LTD,JP3371200001,"3,574.43","180,190",0.03%
SHIONOGI & CO LTD NPV,JP3347200002,"8,993.74","246,453",0.04%
SHOPIFY INC - A SH,CA82509L1076,"2,398.91","421,339",0.07%
SIEMENS AG-REG SIE,DE0007236101,"1,444.19","563,017",0.09%
SIEMENS HEALTHINEERS AG,DE000SHL1006,"4,047.18","341,149",0.05%
SIG GROUP AG,CH0435377954,"6,037.91","169,681",0.03%
SIGMA HEALTHCARE LTD SIG,AU000000SIG5,"86,204.46","257,751",0.04%
SIMON PROPERTY GROUP INC COM USD0.0001,US8288061091,487.16,"119,502",0.02%
SIMS LTD,AU000000SGM7,"142,082.53","2,179,546",0.35%
SMITH & NEPHEW PLC ORD USD0.20,GB0009223206,"4,950.59","115,215",0.02%
SMURFIT WESTROCK PLC,IE00028FXN24,"3,629.20","238,956",0.04%
SNAP INC - A SNAP,US83304A1060,"7,651.59","101,461",0.02%
SNOWFLAKE INC-CLASS A,US8334451098,547.7,"187,011",0.03%
SOCIETE GENERALE EUR1.25,FR0000130809,"2,112.37","183,696",0.03%
SOFTBANK CORP,JP3732000009,"106,714.13","251,392",0.04%
SOFTBANK GROUP CORP,JP3436100006,"2,306.09","256,159",0.04%
SONY GROUP CORP,JP3435000009,"5,880.52","231,712",0.04%
SPOTIFY TECHNOLOGY SA SPOT,LU1778762911,333.81,"390,849",0.06%
STANDARD CHARTERED PLC ORD USD0.50,GB0004082847,"15,341.81","387,206",0.06%
STARBUCKS CORP COM,US8552441094,747.75,"104,549",0.02%
STATE STREET CORP COM STK USD1,US8574771031,"1,106.34","179,520",0.03%
STORA ENSO OYJ-R SHS,FI0009005961,"12,230.33","202,068",0.03%
STRAUMANN HOLDING AG-REG,CH1175448666,458.33,"90,980",0.01%
STRYKER CORP COM USD0.10,US8636671013,608.81,"367,532",0.06%
SUMITOMO ELECTRIC INDS ORD,JP3407400005,"3,862.69","126,292",0.02%
SUMITOMO MITSUI FINANCIAL GR NPV,JP3890350006,"6,918.26","265,586",0.04%
SUMITOMO MITSUI TRUST GROUP,JP3892100003,"2,479.04","100,537",0.02%
SUMITOMO REALTY & DEVELOPMNT NPV,JP3409000001,"3,978.00","233,943",0.04%
SUN LIFE FINANCIAL INC COM NPV,CA8667961053,"5,849.96","592,765",0.09%
SUNCORP GROUP LTD NPV,AU000000SUN6,"4,096.59","88,527",0.01%
SVENSKA CELLULOSA AB-B SHS SER'B'NPV (POST SPLIT),SE0000112724,"12,074.67","237,790",0.04%
SWEDISH ORPHAN BIOVITRUM AB,SE0000872095,"2,360.86","108,937",0.02%
SWISS RE AG CHF0.10,CH0126881561,496.39,"130,505",0.02%
SWISSCOM AG-REG CHF1.00 (REGD),CH0008742519,125.68,"135,521",0.02%
SYNOPSYS INC COM,US8716071076,432.97,"338,710",0.05%
T ROWE PRICE GROUP INC COM USD0.20,US74144T1088,561.53,"82,685",0.01%
T&D HOLDINGS INC,JP3539220008,"8,128.95","272,219",0.04%
T-MOBILE US INC TMUS,US8725901040,"1,500.69","545,591",0.09%
TAKE-TWO INTERACTIVE SOFTWRE COM USD0.01,US8740541094,627.26,"232,439",0.04%
TAKEDA PHARMACEUTICAL NPV SHS,JP3463000004,"3,170.87","148,223",0.02%
TARGET CORP COM STK USD0.0833,US87612E1064,"1,030.82","155,170",0.02%
TDK CORP NPV,JP3538800008,"6,111.13","109,457",0.02%
TECHNOLOGY ONE LIMITED NPV(POST RECON),AU000000TNE8,"16,814.25","689,552",0.11%
TELECOM ITALIA SPA EUR0.55,IT0003497168,"262,693.19","196,964",0.03%
TELEFONICA SA TFA,ES0178430E18,"28,236.87","225,474",0.04%
TELENOR ASA ORD NOK6,NO0010063308,"5,210.60","123,116",0.02%
TELIX PHARMACEUTICALS LTD TLX,AU000000TLX2,"38,270.48","934,565",0.15%
TELSTRA CORPORATION LTD NPV,AU000000TLS2,"1,108,323.72","5,364,287",0.86%
TELUS CORP TELUS CORP,CA87971M1032,"4,785.13","117,030",0.02%
TERUMO CORP NPV,JP3546800008,"12,914.08","361,521",0.06%
TESLA INC,US88160R1014,"4,651.38","2,254,606",0.36%
TEVA PHARMACEUTICAL-SP ADR ADR(CNV 1 ORD ILS0.10),US8816242098,"5,256.72","134,436",0.02%
TEXAS INSTRUMENTS INC COM USD1,US8825081040,"1,464.36","463,922",0.07%
TOAST INC-CLASS A,US8887871080,"1,753.20","118,485",0.02%
TOKIO MARINE HOLDINGS INC NPV,JP3910660004,"2,133.13","137,706",0.02%
TOKYO ELECTRON LTD NPV,JP3571400005,807.13,"236,012",0.04%
TORONTO-DOMINION BANK COM NPV,CA8911605092,"4,315.26","483,342",0.08%
TPG TELECOM LTD TPG TELECOM LTD,AU0000090128,"244,113.92","1,301,127",0.21%
TRADE DESK INC/THE -CLASS A TTD,US88339J1051,"1,063.11","116,782",0.02%
TRANE TECHNOLOGIES PLC,IE00BK9ZQ967,548.27,"365,941",0.06%
TRANSURBAN GROUP-STAPLED,AU000000TCL6,"322,753.79","4,512,098",0.72%
TRAVELERS COS INC/THE COM NPV,US89417E1091,263.47,"107,559",0.02%
TREND MICRO INCORPORATED,JP3637300009,691.83,"72,916",0.01%
TRIMBLE LTD,US8962391004,803.67,"93,176",0.01%
UBER TECHNOLOGIES INC UBER,US90353T1007,"2,545.34","362,372",0.06%
UBS GROUP AG-REG UBSG,CH0244767585,"4,361.39","224,482",0.04%
UCB SA NPV,BE0003739530,741.41,"221,708",0.04%
UNIBAIL-RODAMCO-WESTFIELD URW,FR0013326246,"1,355.40","196,989",0.03%
UNICREDIT SPA UCGM,IT0005239360,"3,297.13","336,096",0.05%
UNITED PARCEL SERVICE CL B,US9113121068,602.47,"92,794",0.01%
UNITED THERAPEUTICS CORP COM STK USD0.01,US91307C1027,260.01,"114,007",0.02%
UNITED UTILITIES GROUP PLC ORD GBP0.05,GB00B39J2M42,"37,462.37","894,189",0.14%
UNITEDHEALTH GROUP INC COM USD0.01,US91324P1021,"1,812.58","862,855",0.14%
UPM-KYMMENE OYJ NPV,FI0009005987,"2,646.81","109,800",0.02%
VENTAS INC COM USD0.25,US92276F1003,"1,440.15","138,774",0.02%
VERIZON COMMUNICATIONS INC COM USD0.10,US92343V1044,"10,631.63","701,962",0.11%
VERTEX PHARMACEUTICALS INC COM USD0.01,US92532F1003,825,"560,450",0.09%
VERTIV HOLDINGS CO,US92537N1081,"1,722.65","337,537",0.05%
VESTAS WIND SYSTEMS A/S,DK0061539921,"15,492.86","353,431",0.06%
VICINITY CENTERS VCX,AU000000VCX7,"1,103,819.49","2,726,434",0.43%
VISA INC-CLASS A SHARES COM STK USD0.0001,US92826C8394,"3,256.77","1,764,425",0.28%
VODAFONE GROUP PLC ORD USD0.2095238(POST CONSOL),GB00BH4HKS39,"121,821.30","198,130",0.03%
WABTEC CORP,US9297401088,"4,507.82","1,440,013",0.23%
WALT DISNEY CO/THE DISNEY COM USD0.01,US2546871060,"3,460.86","654,888",0.10%
WASTE MANAGEMENT INC COM USD0.01,US94106L1098,"1,881.19","656,830",0.10%
WATSCO INC COM USD0.50,US9426222009,201.78,"135,975",0.02%
WELLTOWER INC HCN,US95040Q1040,"2,004.57","470,225",0.07%
WEST AFRICAN RESOURCES LTD WAF,AU000000WAF6,"65,061.96","147,691",0.02%
WEST FRASER TIMBER CO LTD COM NPV,CA9528451052,"2,287.64","255,465",0.04%
WEST JAPAN RAILWAY CO,JP3659000008,"3,113.22","108,595",0.02%
WESTERN DIGITAL CORP COM USD0.01,US9581021055,"1,346.18","131,444",0.02%
WESTPAC BANKING CORP WBC,AU000000WBC1,"203,402.12","6,887,196",1.10%
WILLIAMS-SONOMA INC COM USD0.01,US9699041011,785.22,"195,745",0.03%
WILLIS TOWERS WATSON PLC,IE00BDB6Q211,232.34,"108,662",0.02%
WISETECH GLOBAL LTD WTC,AU000000WTC3,"9,376.74","1,022,345",0.16%
WOLTERS KLUWER EUR0.12,NL0000395903,339.57,"86,339",0.01%
WOOLWORTHS GROUP LTD,AU000000WOW2,"69,526.83","2,162,980",0.34%
WORKDAY INC-CLASS A COM USD0.001,US98138H1014,396.65,"145,259",0.02%
WW GRAINGER INC COM STK USD0.50,US3848021040,252.52,"400,820",0.06%
XERO LTD,AU0000403172,461.05,"82,897",0.01%
XERO LTD XRO,NZXROE0001S2,"6,756.06","1,214,740",0.19%
ZEBRA TECHNOLOGIES CORP-CL A 'A'COM USD0.01,US9892071054,269.81,"126,954",0.02%
ZIMMER BIOMET HOLDINGS INC,US98956P1021,"2,039.73","283,885",0.05%
ZIP CO LTD,AU0000218307,"32,200.94","98,857",0.02%
ZOOM COMMUNICATIONS INC,US98980L1017,"1,591.20","189,337",0.03%
ZSCALER INC,US98980G1022,"1,281.03","613,667",0.10%
ZURICH INSURANCE GROUP AG CHF0.10,CH0011075394,206.97,"220,041",0.04%
Total,,,"314,647,120",50.15%
Unlisted Equity,,,,
Investment in non?associated entities;,,,,
Held directly or by associated entities or by PSTs,,,,
Externally managed,,,,
Name of Fund Manager,,,Value (AUD),Weighting (%)
Blackbird Ventures Pty Limited,,,"23,890,473",3.81%
Brandon Capital Partners,,,"1,005,695",0.16%
CSIRO Financial Services Pty Ltd,,,"2,819,195",0.45%
Hermes GPE LLP,,,"4,889,138",0.78%
IP2IPO Australia Pty Ltd,,,"5,372,744",0.86%
Safar Partners LLC,,,"12,483,116",1.99%
Square Peg Capital Pty Ltd,,,"16,318,108",2.60%
T Ventures Management Co Ltd,,,"1,020,918",0.16%
Total,,,"67,799,387",10.81%
Unlisted Property,,,,
Investment in non?associated entities;,,,,
Held directly or by associated entities or by PSTs,,,,
Externally managed,,,,
Name of Fund Manager,,,Value (AUD),Weighting (%)
Lendlease Real Estate Investments Limited,,,"43,097,018",6.87%
Total,,,"43,097,018",6.87%
Unlisted Infrastructure,,,,
Investment in non?associated entities;,,,,
Held directly or by associated entities or by PSTs,,,,
Externally Managed,,,,
Name of Fund Manager,,,Value (AUD),Weighting (%)
Campus Living Funds Mananagement Pty Limited,,,"16,105,682",2.57%
Colonial First State Infrastructure Holdings Limited,,,"7,425",0.00%
Darling Harbour Live 3 Pty Limited,,,"3,505,315",0.56%
Darling Harbour Live 4 Pty Limited,,,"3,505,315",0.56%
Golden NA Power Holdings,,,"10,520,912",1.68%
Octopus Investments Aust Pty Ltd,,,"8,901,483",1.42%
QIC,,,"15,474,425",2.47%
Total,,,"58,020,556",9.25%
Unlisted Alternatives,,,,
Investment in non?associated entities;,,,,
Held directly or by associated entities or by PSTs,,,,
Externally Managed,,,,
Name of Fund Manager,,,Value (AUD),Weighting (%)
Apostle Funds Management Pty Limited,,,"63,772,212",10.17%
Total,,,"63,772,212",10.17%
Total Investment Items,,,"623,962,117",99.46%
,,,,
Table 2 — Derivatives by kind of derivative,,,,
Portfolio Holdings Information for Investment Option HC SRI - Class A Option - Derivatives,,,,
Kind of derivative,,,Value (AUD),Weighting (%)
Swaps,,,,0.00%
Forwards,,,"3,369,771",0.54%
Futures,,,"30,478",0.00%
Options,,,,0.00%
Total,,,"3,400,249",0.54%
,,,,
Table 3 — Derivatives by asset class,,,,
Portfolio Holdings Information for Investment Option HC SRI - Class A Option - Derivatives by Asset Class,,,,
Asset class,,,Actual asset allocation (% of Assets (including derivatives) in the investment option),Effect of derivatives exposure (% of Assets (including derivatives) in the investment option)
Cash,,,6.20%,-0.43%
Fixed Income,,,6.55%,0.00%
Equity,,,60.97%,0.43%
Property,,,6.87%,0.00%
Infrastructure,,,9.25%,0.00%
Alternatives,,,10.17%,0.00%
Total,,,100.00%,0.00%
,,,,
Table 4—Derivatives by currency,,,,
,,,,
Portfolio Holdings Information for Investment Option HC SRI - Class A Option - Derivatives by Currency,,,,
Currency exposure,,,Actual Currency Exposure (% of Assets (including derivatives) in the investment option),Effect of derivatives exposure (% of Assets (including derivatives) in the investment option)
AUD,,,65.78%,21.47%
USD,,,26.99%,-17.34%
Developed Markets,,,6.70%,-3.58%
Emerging Markets,,,0.52%,-0.18%
